WP, 96, 2026080600, 03, AEMN, 000, 256N, 1646E,  45,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 006, 266N, 1631E,  43,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 012, 273N, 1622E,  41,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 018, 282N, 1617E,  38,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 024, 292N, 1610E,  35,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 030, 300N, 1602E,  33,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 036, 307N, 1592E,  33,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 042, 315N, 1580E,  33,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 048, 321N, 1566E,  33,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 054, 327N, 1553E,  33,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 060, 332N, 1541E,  33,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 066, 338N, 1530E,  34,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 072, 342N, 1521E,  36,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 078, 348N, 1512E,  36,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 084, 354N, 1503E,  36,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 090, 360N, 1495E,  35,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 096, 366N, 1488E,  34,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 102, 372N, 1483E,  33,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 108, 378N, 1477E,  33,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 114, 383N, 1473E,  32,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 120, 386N, 1469E,  32,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 126, 387N, 1463E,  31,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 132, 389N, 1457E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 138, 389N, 1453E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 144, 386N, 1446E,  29,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 150, 386N, 1442E,  28,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 156, 388N, 1451E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 162, 369N, 1430E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 168, 372N, 1428E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 174, 369N, 1427E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 180, 368N, 1424E,  25, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 96, 2026080600, 03, AEMN, 186, 375N, 1425E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
