WP, 98, 2026080812, 03, CEMN, 000, 204N, 1528E,  27, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 006, 212N, 1545E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 012, 220N, 1560E,  22, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 018, 227N, 1572E,  21, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 024, 234N, 1579E,  21, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 030, 242N, 1583E,  22, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 036, 250N, 1587E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 042, 255N, 1587E,  23,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 048, 262N, 1582E,  22, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 054, 268N, 1578E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 060, 273N, 1573E,  24,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 066, 279N, 1570E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 072, 285N, 1566E,  22,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 078, 292N, 1560E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 084, 297N, 1565E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 090, 302N, 1562E,  24,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 096, 304N, 1549E,  24,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 102, 314N, 1536E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, CEMN, 108, 311N, 1521E,  24,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 000, 207N, 1524E,  35, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 006, 213N, 1541E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 012, 220N, 1555E,  29, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 018, 227N, 1569E,  27,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 024, 237N, 1576E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 030, 243N, 1583E,  26,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 036, 251N, 1587E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 042, 260N, 1590E,  26,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 048, 262N, 1586E,  29, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 054, 271N, 1584E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 060, 293N, 1572E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 066, 312N, 1564E,  32,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 072, 323N, 1550E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 078, 334N, 1533E,  31,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 084, 347N, 1520E,  29, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 090, 360N, 1502E,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 096, 370N, 1485E,  27, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 102, 380N, 1470E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 108, 389N, 1455E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 114, 399N, 1443E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080812, 03, NEMN, 120, 408N, 1432E,  23, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 000, 213N, 1547E,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 006, 225N, 1564E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 012, 233N, 1575E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 018, 236N, 1583E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 024, 242N, 1590E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 030, 250N, 1597E,  23, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 036, 256N, 1601E,  22,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 042, 263N, 1603E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 048, 271N, 1607E,  23, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 054, 282N, 1608E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 060, 288N, 1615E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 066, 293N, 1615E,  24, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 072, 299N, 1624E,  25, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080818, 03, AEMN, 078, 303N, 1626E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 000, 230N, 1563E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 006, 244N, 1573E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 012, 246N, 1578E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 018, 250N, 1585E,  25, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 024, 255N, 1591E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 030, 262N, 1595E,  23,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 036, 269N, 1596E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 042, 276N, 1596E,  21, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 048, 282N, 1604E,  23, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 054, 288N, 1604E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 060, 291N, 1602E,  23, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, AEMN, 066, 295N, 1597E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 000, 225N, 1562E,  23, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 006, 233N, 1571E,  22, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 012, 238N, 1578E,  22, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 018, 245N, 1584E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 024, 252N, 1587E,  25, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 030, 258N, 1589E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 036, 264N, 1588E,  21, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 042, 271N, 1585E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 048, 276N, 1581E,  22, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 054, 279N, 1582E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 060, 287N, 1575E,  24,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 066, 297N, 1568E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 072, 303N, 1562E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 078, 304N, 1556E,  23,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 084, 306N, 1552E,  24,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2026080900, 03, CEMN, 090, 310N, 1547E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
