WP, 97, 2026080700, 03, AEMN, 000, 200N, 1082E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 006, 200N, 1084E,  27, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 012, 200N, 1090E,  24,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 018, 199N, 1099E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 024, 195N, 1107E,  27, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 030, 185N, 1114E,  30, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 036, 178N, 1124E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 042, 175N, 1136E,  33,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, AEMN, 048, 173N, 1154E,  32,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 000, 202N, 1079E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 006, 201N, 1080E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 012, 200N, 1087E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 018, 197N, 1095E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 024, 194N, 1109E,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 030, 188N, 1128E,  34,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 036, 182N, 1150E,  36,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 042, 176N, 1166E,  34,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 048, 177N, 1196E,  33,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, CEMN, 054, 173N, 1218E,  34,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, NEMN, 000, 202N, 1091E,  28, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, NEMN, 006, 203N, 1097E,  29, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 97, 2026080700, 03, NEMN, 012, 201N, 1104E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
