SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 03:00:00,TS,18.3,116.6, , , ,main,399,399,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.3,116.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,295
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 04:00:00,TS,18.3,116.5, , , ,main,409,409,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.3,116.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,290
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 06:00:00,TS,18.4,116.3, , , ,main,432,432,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.4,116.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,290
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 09:00:00,TS,18.5,115.9, , , ,main,456,446,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.5,115.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,285
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 12:00:00,TS,18.5,115.6, , , ,main,446,424,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.5,115.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,280
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 15:00:00,TS,18.6,115.2, , , ,main,424,422,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,115.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,275
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 16:00:00,TS,18.6,115.1, , , ,main,422,418,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,115.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,275
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 18:00:00,TS,18.6,114.9, , , ,main,418,384,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,114.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-06 21:00:00,TS,18.6,114.5, , , ,main,384,344,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,114.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,270
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 00:00:00,TS,18.6,114.1, , , ,main,344,304,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,114.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,270
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 03:00:00,TS,18.6,113.7, , , ,main,304,285,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,113.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,270
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 04:00:00,TS,18.6,113.5, , , ,main,285,247,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,113.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,275
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 06:00:00,TS,18.6,113.1, , , ,main,247,178,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,113.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,275
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 09:00:00,TS,18.7,112.4, , , ,main,178,114,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.7,112.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,275
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 12:00:00,TS,18.8,111.7, , , ,main,114,43,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8,111.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,280
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 15:00:00,TS,18.9,111.0, , , ,main,43,21,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.9,111.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,285
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 16:00:00,TS,19.0,110.8, , , ,main,21,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.0,110.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,290
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 18:00:00,TS,19.2,110.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.2,110.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,295
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-07 21:00:00,TS,19.5,109.8, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.5,109.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,300
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-08 00:00:00,TS,19.9,109.2, , , ,main,15,15,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.9,109.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,305
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-08 03:00:00,TS,20.3,108.7, , , ,main,83,91,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.3,108.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,310
1884186N16125,1884,16,WP,MM,UNNAMED,1884-07-08 04:00:00,TS,20.4,108.5, , , ,main,107, ,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.4,108.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,310
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-08 16:00:00,TS,14.8,126.7, , , ,main,267,242,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.8,126.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-08 18:00:00,TS,14.9,126.4, , , ,main,242,220,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.9,126.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-08 21:00:00,TS,15.0,126.1, , , ,main,220,194,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.0,126.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 00:00:00,TS,15.2,125.7, , , ,main,201,186,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.2,125.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 03:00:00,TS,15.3,125.4, , , ,main,187,181,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.3,125.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 04:00:00,TS,15.3,125.3, , , ,main,181,169,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.3,125.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 06:00:00,TS,15.4,125.1, , , ,main,178,169,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.4,125.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 09:00:00,TS,15.4,124.9, , , ,main,169,165,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.4,124.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,290
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 12:00:00,TS,15.5,124.7, , , ,main,173,170,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.5,124.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,295
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 15:00:00,TS,15.6,124.6, , , ,main,181,180,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6,124.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,300
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 16:00:00,TS,15.6,124.5, , , ,main,180,179,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6,124.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,300
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 18:00:00,TS,15.7,124.4, , , ,main,190,190,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7,124.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,305
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-09 21:00:00,TS,15.8,124.2, , , ,main,201,201,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.8,124.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,310
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 00:00:00,TS,15.9,124.1, , , ,main,204,174,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9,124.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,315
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 03:00:00,TS,16.1,123.9, , , ,main,174,159,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.1,123.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,315
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 04:00:00,TS,16.2,123.8, , , ,main,159,129,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.2,123.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,315
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 06:00:00,TS,16.4,123.6, , , ,main,129,88,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.4,123.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,315
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 09:00:00,TS,16.7,123.3, , , ,main,88,53,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.7,123.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,315
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 12:00:00,TS,17.0,123.0, , , ,main,53,24,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.0,123.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,320
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 15:00:00,TS,17.5,122.6, , , ,main,30,30,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.5,122.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 16:00:00,TS,17.6,122.5, , , ,main,35,21,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.6,122.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 18:00:00,TS,17.9,122.3, , , ,main,21,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.9,122.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,330
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-10 21:00:00,TS,18.3,122.0, , , ,main,0,10,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.3,122.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,330
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 00:00:00,TS,18.9,121.7, , , ,main,54,54,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.9,121.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,335
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 03:00:00,TS,19.5,121.5, , , ,main,112,112,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.5,121.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,340
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 04:00:00,TS,19.7,121.4, , , ,main,133,133,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.7,121.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,345
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 06:00:00,TS,20.2,121.3, , , ,main,183,101,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.2,121.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,345
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 09:00:00,TS,21.0,121.0, , , ,main,101,11,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.0,121.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,345
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 12:00:00,TS,21.8,120.8, , , ,main,11,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.8,120.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,345
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 15:00:00,TS,22.6,120.5, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.6,120.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,340
