SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 16:00:00,TS,22.9,120.4, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.9,120.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,335
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 18:00:00,TS,23.5,120.1, , , ,main,10,10,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.5,120.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,330
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-11 21:00:00,TS,24.3,119.5, , , ,main,87,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.3,119.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 00:00:00,TS,25.0,119.0, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.0,119.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 03:00:00,TS,25.7,118.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.7,118.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 04:00:00,TS,25.9,118.3, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.9,118.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 06:00:00,TS,26.2,118.1, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.2,118.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,325
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 09:00:00,TS,26.6,117.8, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.6,117.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,330
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 12:00:00,TS,26.9,117.6, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.9,117.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 15:00:00,TS,27.2,117.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.2,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,340
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 16:00:00,TS,27.3,117.4, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.3,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,350
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 18:00:00,TS,27.5,117.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.5,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,355
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-12 21:00:00,TS,27.8,117.3, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.8,117.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,0
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-13 00:00:00,TS,28.1,117.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.1,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-13 03:00:00,TS,28.5,117.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.5,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5
1884191N15127,1884,17,WP,MM,UNNAMED,1884-07-13 04:00:00,TS,28.6,117.4, , , ,main,0, ,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.6,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-18 16:00:00,NR,18.0,128.5, , , ,main,634,626,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.0,128.5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,310
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-18 18:00:00,NR,18.1,128.4, , , ,main,634,627,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.1,128.4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,310
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-18 21:00:00,NR,18.2,128.3, , , ,main,629,618,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.2,128.3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,315
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 00:00:00,NR,18.3,128.2, , , ,main,621,601,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.3,128.2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,320
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 03:00:00,NR,18.5,128.0, , , ,main,601,590,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.5,128.0,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,320
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 04:00:00,NR,18.6,127.9, , , ,main,590,570,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6,127.9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 06:00:00,NR,18.8,127.7, , , ,main,570,544,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8,127.7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 09:00:00,NR,19.2,127.4, , , ,main,544,525,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.2,127.4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 12:00:00,NR,19.7,127.1, , , ,main,525,509,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.7,127.1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 15:00:00,NR,20.1,126.8, , , ,main,509,503,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.1,126.8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 16:00:00,NR,20.3,126.7, , , ,main,508,499,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.3,126.7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 18:00:00,NR,20.6,126.5, , , ,main,504,500,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.6,126.5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-19 21:00:00,NR,21.1,126.2, , , ,main,507,488,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.1,126.2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 00:00:00,NR,21.7,125.9, , , ,main,488,445,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.7,125.9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 03:00:00,NR,22.1,125.6, , , ,main,445,429,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.1,125.6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 04:00:00,TS,22.3,125.5, , , ,main,429,403,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.3,125.5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 06:00:00,TS,22.6,125.3, , , ,main,403,371,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.6,125.3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 09:00:00,TS,22.9,125.1, , , ,main,371,333,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.9,125.1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 12:00:00,TS,23.3,124.9, , , ,main,333,291,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.3,124.9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 15:00:00,TS,23.6,124.6, , , ,main,291,278,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.6,124.6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,320
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 16:00:00,TS,23.7,124.5, , , ,main,278,252,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.7,124.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,320
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 18:00:00,TS,23.9,124.3, , , ,main,252,215,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.9,124.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,320
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-20 21:00:00,TS,24.2,124.0, , , ,main,215,170,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.2,124.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,315
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 00:00:00,TS,24.5,123.6, , , ,main,170,122,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5,123.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,310
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 03:00:00,TS,24.8,123.2, , , ,main,122,111,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.8,123.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,310
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 04:00:00,TS,24.9,123.1, , , ,main,111,81,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.9,123.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,305
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 06:00:00,TS,25.1,122.8, , , ,main,81,52,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.1,122.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 09:00:00,TS,25.3,122.4, , , ,main,52,45,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.3,122.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 12:00:00,TS,25.5,121.9, , , ,main,45,45,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.5,121.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,295
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 15:00:00,TS,25.7,121.5, , , ,main,55,55,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.7,121.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,295
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 16:00:00,TS,25.8,121.3, , , ,main,67,67,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.8,121.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,295
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 18:00:00,TS,26.0,120.9, , , ,main,102,53,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.0,120.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,295
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-21 21:00:00,TS,26.2,120.4, , , ,main,53,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.2,120.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,295
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 00:00:00,TS,26.5,119.8, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.5,119.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,300
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 03:00:00,TS,26.7,119.3, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.7,119.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,300
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 04:00:00,TS,26.8,119.2, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.8,119.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,305
